scope,spoken_form,action,language_scope,lists_used,source
suddenstrike4.exe,road to dunkirk," mouse_move(230, 420) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,load game," mouse_move(930, 970) sleep(100ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,continue,key(space-2),,,games\sudden_strike_4.talon
suddenstrike4.exe,eighty,key(8),,,games\sudden_strike_4.talon
suddenstrike4.exe,key(f9),key(f21),,,games\sudden_strike_4.talon
suddenstrike4.exe,hate,key(8),,,games\sudden_strike_4.talon
suddenstrike4.exe,nothing,key(0),,,games\sudden_strike_4.talon
suddenstrike4.exe,slide right, key(right:down) key(left:up) key(up:up) key(down:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,slide left, key(left:down) key(right:up) key(up:up) key(down:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,slide up, key(up:down) key(right:up) key(left:up) key(down:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,slide down, key(down:down) key(right:up) key(left:up) key(up:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,slide stop, key(right:up) key(left:up) key(up:up) key(down:up),,,games\sudden_strike_4.talon
suddenstrike4.exe,order anti air," mouse_move(1850, 875) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order artillery," mouse_move(1770, 875) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order infantry," mouse_move(1710, 875) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order car," mouse_move(1640, 875) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order tank," mouse_move(1580, 875) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order repair," mouse_move(1570, 935) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order supply," mouse_move(1640, 935) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order heavy [tank]," mouse_move(1720, 945) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,order beast," mouse_move(1780, 945) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,confirm order," mouse_move(1849, 1016) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
suddenstrike4.exe,cancel order," mouse_move(1775, 1010) sleep(30ms) mouse_click(0)",,,games\sudden_strike_4.talon
Global,os,windows,,,games\there_came_an_echo.talon
Global,and app.name,ThereCameanEcho.exe,,,games\there_came_an_echo.talon
Global,settings(), user.mode_indicator_show = 0 user.mouse_enable_pop_click = 0 key_hold = 50,,,games\there_came_an_echo.talon
Global,<user.screen_step_two_commandconquer> <user.screen_step_vertical>," mouse_move(screen_step_two_commandconquer, screen_step_vertical)",,,games\there_came_an_echo.talon
Global,game <user.arrow_key>, key(arrow_key) repeat(4),,,games\there_came_an_echo.talon
Global,fly <user.arrow_key>, key(arrow_key) repeat(4) sleep(50ms) key(arrow_key) repeat(4) sleep(50ms) key(arrow_key) repeat(4) sleep(50ms),,,games\there_came_an_echo.talon
Global,zoom,key(keypad_8),,,games\there_came_an_echo.talon
Global,zoom out,key(keypad_2),,,games\there_came_an_echo.talon
Global,centre," mouse_move(800, 500)",,,games\there_came_an_echo.talon
The Troop.exe,settings(), user.mode_indicator_show = 0 # Choose how pop click should work in 'control mouse' mode # 0 = off # 1 = on with eyetracker but not zoom mouse mode # 2 = on but not with zoom mouse mode user.mouse_enable_pop_click = 0 key_hold = 50,,,games\the_troop.talon
The Troop.exe,forward, key(w),,,games\the_troop.talon
The Troop.exe,forward <number_small>, key(w) repeat(number_small-1),,,games\the_troop.talon
The Troop.exe,back, key(a),,,games\the_troop.talon
The Troop.exe,back <number_small>, key(a) repeat(number_small-1),,,games\the_troop.talon
The Troop.exe,right, key(d),,,games\the_troop.talon
The Troop.exe,right <number_small>, key(d) repeat(number_small-1),,,games\the_troop.talon
The Troop.exe,down, key(s),,,games\the_troop.talon
The Troop.exe,down <number_small>, key(s) repeat(number_small-1),,,games\the_troop.talon
The Troop.exe,zoom, key(keypad_divide),,,games\the_troop.talon
The Troop.exe,zoom out, key(keypad_multiply),,,games\the_troop.talon
The Troop.exe,next unit, key(tab),,,games\the_troop.talon
The Troop.exe,previous unit, key(ctrl),,,games\the_troop.talon
The Troop.exe,<user.screen_step_screen_one> <user.screen_step_screen_one>," mouse_move(screen_step_screen_one_1, screen_step_screen_one_2)",,,games\the_troop.talon
The Troop.exe,game (forward | up), key(w) repeat(8),,,games\the_troop.talon
The Troop.exe,fly (forward | up), key(w) repeat(7) sleep(50ms) key(w) repeat(7) sleep(50ms) key(w) repeat(7) sleep(50ms),,,games\the_troop.talon
The Troop.exe,game (back | down), key(s) repeat(8),,,games\the_troop.talon
The Troop.exe,fly (back | down), key(s) repeat(7) sleep(50ms) key(s) repeat(7) sleep(50ms) key(s) repeat(7) sleep(50ms),,,games\the_troop.talon
The Troop.exe,game left, key(a) repeat(8),,,games\the_troop.talon
The Troop.exe,fly left, key(a) repeat(7) sleep(50ms) key(a) repeat(7) sleep(50ms) key(a) repeat(7) sleep(50ms),,,games\the_troop.talon
The Troop.exe,game right, key(d) repeat(8),,,games\the_troop.talon
The Troop.exe,fly right, key(d) repeat(7) sleep(50ms) key(d) repeat(7) sleep(50ms) key(d) repeat(7) sleep(50ms),,,games\the_troop.talon
The Troop.exe,centre," mouse_move(800, 500)",,,games\the_troop.talon
The Troop.exe,minimap,key(m),,,games\the_troop.talon
The Troop.exe,log,key(l),,,games\the_troop.talon
The Troop.exe,line of sight,key(r),,,games\the_troop.talon
The Troop.exe,move,key(z),,,games\the_troop.talon
The Troop.exe,attack,key(f),,,games\the_troop.talon
The Troop.exe,grenade,key(g),,,games\the_troop.talon
The Troop.exe,rotate left,key(e),,,games\the_troop.talon
The Troop.exe,rotate right,key(q),,,games\the_troop.talon
Global,<user.screen_step_one> <user.screen_step_vertical> (move | position)," vertical = screen_step_vertical + 30 mouse_move(screen_step_one, vertical)",,,mouse\mouse.talon
Global,<user.screen_step_two> <user.screen_step_vertical_monitor_two> (move | position)," vertical = screen_step_vertical_monitor_two mouse_move(screen_step_two, vertical)",,,mouse\mouse.talon
Global,<user.screen_step_one> <user.screen_step_vertical> (click | touch)," vertical = screen_step_vertical + 30 mouse_move(screen_step_one, vertical) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_two> <user.screen_step_vertical_monitor_two> (click | touch)," mouse_move(screen_step_two, screen_step_vertical_monitor_two) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_one> <user.screen_step_vertical> righty," vertical = screen_step_vertical + 30 mouse_move(screen_step_one, vertical) mouse_click(1)",,,mouse\mouse.talon
Global,<user.screen_step_two> <user.screen_step_vertical_monitor_two> righty," mouse_move(screen_step_two, screen_step_vertical_monitor_two) mouse_click(1)",,,mouse\mouse.talon
Global,<user.screen_step_one> taskbar," mouse_move(screen_step_one, 1050) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_one> apex," mouse_move(-380, 45) mouse_move(screen_step_one, 45) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_two> taskbar," mouse_move(screen_step_two, 1050) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_two> apex," mouse_move(screen_step_two, 10) mouse_click(0)",,,mouse\mouse.talon
Global,taskbar <user.screen_step_two> <user.number_signed_small>," mouse_move(screen_step_two, 1050) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() adjustment = number_signed_small * 5 mouse_move(position_x + adjustment, position_y) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_one> (menu | leaf)," mouse_move(screen_step_one, 80) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_two> (menu | leaf)," mouse_move(screen_step_two, 52) mouse_click(0)",,,mouse\mouse.talon
Global,<user.screen_step_one> ribbon," mouse_move(screen_step_one, 80) mouse_click(0)",,,mouse\mouse.talon
Global,mouse left <number>," position_x = mouse_x() position_y = mouse_y() mouse_move(position_x - number, position_y)",,,mouse\mouse.talon
Global,mouse right <number>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + number, position_y)",,,mouse\mouse.talon
Global,mouse up <number>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - number)",,,mouse\mouse.talon
Global,mouse down <number>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + number)",,,mouse\mouse.talon
Global,(lower | low) left <user.number_signed_small>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - number_signed_small, position_y + number_signed_small)",,,mouse\mouse.talon
Global,(lower | low) right <user.number_signed_small>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + number_signed_small, position_y + number_signed_small)",,,mouse\mouse.talon
Global,(upper | high) left <user.number_signed_small>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - number_signed_small, position_y - number_signed_small)",,,mouse\mouse.talon
Global,(upper | high) right <user.number_signed_small>," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + number_signed_small, position_y - number_signed_small)",,,mouse\mouse.talon
Global,left <user.number_signed_small> (click | touch)," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - number_signed_small, position_y) mouse_click(0)",,,mouse\mouse.talon
Global,right <user.number_signed_small> (click | touch)," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + number_signed_small, position_y) mouse_click(0)",,,mouse\mouse.talon
Global,(up | raise) <user.number_signed_small> (click | touch)," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - number_signed_small) mouse_click(0)",,,mouse\mouse.talon
Global,down <user.number_signed_small> (click | touch)," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + number_signed_small) mouse_click(0)",,,mouse\mouse.talon
Global,left mouse down,user.mouse_drag(0),,,mouse\mouse.talon
Global,right mouse down,user.mouse_drag(1),,,mouse\mouse.talon
Global,drag six o'clock," user.mouse_drag(0) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + 50)",,,mouse\mouse.talon
Global,drag twelve o'clock," user.mouse_drag(0) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - 50)",,,mouse\mouse.talon
Global,drag nine o'clock," user.mouse_drag(0) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x -50, position_y)",,,mouse\mouse.talon
Global,drag three o'clock," user.mouse_drag(0) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 50, position_y)",,,mouse\mouse.talon
Global,grid left, user.grid_select_screen(1) user.grid_activate(),,,mouse\mouse.talon
Global,grid right, user.grid_select_screen(2) user.grid_activate(),,,mouse\mouse.talon
Global,screen <user.number_key>+, user.grid_select_screen(2) user.grid_activate() user.grid_narrow_list(number_key_list),,,mouse\mouse.talon
Global,spin down,user.mouse_scroll_down_continuous(),,,mouse\mouse.talon
Global,continuous,user.mouse_scroll_down_continuous(),,,mouse\mouse.talon
Global,spin up,user.mouse_scroll_up_continuous(),,,mouse\mouse.talon
Global,stop,user.mouse_scroll_stop(),,,mouse\mouse.talon
Global,will stop,user.mouse_scroll_stop(),,,mouse\mouse.talon
Global,we'll stop,user.mouse_scroll_stop(),,,mouse\mouse.talon
Global,mouse test," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(1720, 140) sleep(1000ms) user.mouse_zoom_relative() sleep(1000ms) mouse_move(position_x, position_y)",,,mouse\mouse.talon
Global,righty | (right click), # close zoom if open tracking.zoom_cancel() mouse_click(1) # close the mouse grid if open user.grid_close(),,,mouse\mouse.talon
Global,settings(), user.clipboard_manager_max_rows = 26,,,plugins\clipboard_manager\clipboard_manager.talon
Global,clippy,user.clipboard_manager_toggle(),,,plugins\clipboard_manager\clipboard_manager.talon
Global,paste <number_small> [and <number_small>]*, user.clipboard_manager_paste(number_small_list),,,plugins\clipboard_manager\clipboard_manager.talon
Global,paste <user.ordinals_small> [and <user.ordinals_small>]*, user.clipboard_manager_paste(ordinals_small_list),,,plugins\clipboard_manager\clipboard_manager.talon
Global,paste special <number_small> [and <number_small>]*," user.clipboard_manager_paste(number_small_list, 1)",,,plugins\clipboard_manager\clipboard_manager.talon
Global,paste special <user.ordinals_small> [and <user.ordinals_small>]*," user.clipboard_manager_paste(ordinals_small_list, 1)",,,plugins\clipboard_manager\clipboard_manager.talon
Global,advanced paste,key(super-shift-v),,,plugins\clipboard_manager\clipboard_manager.talon
Global,paste as text,key(super-ctrl-alt-v),,,plugins\clipboard_manager\clipboard_manager.talon
user.clipboard_manager,clippy stay, user.clipboard_manager_toggle_sticky(),,,plugins\clipboard_manager\clipboard_manager_open.talon
user.clipboard_manager,clippy clear, user.clipboard_manager_remove(),,,plugins\clipboard_manager\clipboard_manager_open.talon
user.clipboard_manager,clippy chuck <number_small> [and <number_small>]*, user.clipboard_manager_remove(number_small_list),,,plugins\clipboard_manager\clipboard_manager_open.talon
user.clipboard_manager,clippy split <number_small> [and <number_small>]*, user.clipboard_manager_split(number_small_list),,,plugins\clipboard_manager\clipboard_manager_open.talon
user.clipboard_manager,clippy copy <number_small> [and <number_small>]*, user.clipboard_manager_copy(number_small_list),,,plugins\clipboard_manager\clipboard_manager_open.talon
Global,get simile <user.text>," result=user.get_result_from_open_ai(text,""Please return a single word that is a simile for the given word."") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,get similar [phrase] <user.text>," result=user.get_result_from_open_ai(text,""Please return a similar phrase to this one"") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,get [meaning] phrase <user.text>," result=user.get_result_from_open_ai(text,""Please return a phrase to this one with the same meaning"") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,get opposite [word] <user.text>," result=user.get_result_from_open_ai(text,""Please return a word that is the opposite of the given word."") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,computer <user.text>," result=user.get_result_from_open_ai(text,"""") #app.notify(result) #insert(result) user.tts(result)",,,core\talon_helpers\experimental_service.talon
Global,script <user.text>," result=user.get_result_from_open_ai(text,"""") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,hex color random [<user.text>]," result=user.get_result_from_open_ai(text,""Please return a random hex color code."") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,get correct [<user.text>]," result=user.get_result_from_open_ai(text,""There is a likelihood that the speech recognition has made a mistake.Please return the correct spelling of the given word. Do not return anything other than the single word"") insert(result)",,,core\talon_helpers\experimental_service.talon
Global,^model (this | that)," # Select all text and runs a model prompt on the text and pastes the results BELOW. key(ctrl-a) text = edit.selected_text() result = user.gpt_apply_prompt("""", text, """") key(down) sleep(100ms) key(enter) key(enter) user.paste(result)",,,core\talon_helpers\gpt.talon
Global,^read that, #This command relies on text being selected and will read the text out loud text = edit.selected_text() user.tts(text),,,core\talon_helpers\gpt.talon
Global,^read clipboard, text = clip.text() user.tts(text),,,core\talon_helpers\gpt.talon
Global,computer <user.modelPrompt> [{user.modelSource}] [{user.modelDestination}]$," modelDestination = modelDestination or ""to speech"" user.gpt_apply_prompt(modelPrompt, modelSource or """", ""to speech"")",,,core\talon_helpers\gpt.talon
Global,settings()," # Don't show mode indicator by default user.mode_indicator_show = false # 30pixels diameter user.mode_indicator_size = 30 # Center horizontally user.mode_indicator_x = 0.5 # Align top user.mode_indicator_y = 0.9 # Slightly transparent user.mode_indicator_color_alpha = 1 # Grey gradient user.mode_indicator_color_gradient = 1 # Black color for when the microphone is muted (set to ""None"") user.mode_indicator_color_mute = ""000000"" # Grey color for sleep mode user.mode_indicator_color_sleep = ""e3372e"" # Gold color for dictation mode user.mode_indicator_color_dictation = ""e62b86"" # MediumSeaGreen color for mixed mode user.mode_indicator_color_mixed = ""3cb371"" # CornflowerBlue color for command mode user.mode_indicator_color_command = ""00a54e"" # GhostWhite color for other modes user.mode_indicator_color_other = ""f8f8ff""",,,core\talon_helpers\mode_indicator.talon
